PROJECT_RID,LSite,REF_MACRO_SAMPLE_TYPE.MACRO_SAMPLE_TYPE_NAME,ACTIVITY_NO,SAMPLE_NO,Stream,Date,TAXA_COUNT,INDIVIDUALS_COUNT,EPT_INDEX,PCT_ORTHOCLADIINAE_TANYTARSINI,PCT_NONINSECT_NO_ASTACIDAE,DIPTERA_TAXA,PCT_INTOLERANT,PCT_TOLERANT,PCT_PREDATORS_FFG_1,PCT_SHREDDERS_SCRAPPERS_FFG_1,PCT_COLLECTOR_FILTERERS_FFG_1,PCT_SPRAWLERS,12-Digit HUC
2069,OML-05-0032,MHAB,AB38442,190812806,Walnut Fork,12-Aug-19,24,60,3,6.25,6.67,10,5,13.33,41.67,0,0,10,050902030505
2069,OML-05-0012,MHAB,AB38439,190812606,Laughery Creek,12-Aug-19,35,116,5,11.9,1.72,10,7.76,20.69,30.17,0.86,1.72,4.31,050902030507
2069,OML-05-0027,MHAB,AB38446,190812706,Ripley Cr,12-Aug-19,48,230,6,20,23.04,14,10,3.91,6.52,6.09,5.22,1.74,050902030504
2069,OML-05-0034,MHAB,AB38440,190812607,Castators Creek,12-Aug-19,42,97,8,4.17,19.59,15,14.43,0,11.34,6.19,15.46,1.03,050902030506
2069,OML-05-0033,MHAB,AB38441,190813601,Plum Creek,13-Aug-19,33,98,8,12.5,5.1,9,25.51,2.04,11.22,17.35,31.63,1.02,050902030506
2069,OML-05-0029,MHAB,AB38444,190813701,Ripley Cr,13-Aug-19,48,227,11,33.33,11.45,13,35.68,3.52,9.25,3.08,49.34,1.76,050902030504
2084,OML-06-0003,MHAB,AB37888,190813801,Laughery Creek,13-Aug-19,95,646,27,41.35,9.6,25,20.9,0.46,11.92,7.74,22.6,1.7,050902030604
2069,OML-05-0042,MHAB,AB38428,190813602,Laughery Creek,13-Aug-19,31,101,3,23.33,2.97,10,4.95,13.86,30.69,10.89,9.9,5.94,050902030506
2069,OML-05-0021,MHAB,AB38450,190813702,Little Laughery Creek,13-Aug-19,47,345,15,37.84,9.57,14,45.22,2.61,6.09,2.61,41.74,3.77,050902030502
2069,OML-05-0022,MHAB,AB38432,190813703,Bobs Creek,13-Aug-19,40,238,2,8.16,15.97,15,0.84,10.5,21.85,4.2,11.76,7.98,050902030502
2069,OML-05-0023,MHAB,AB38431,190813704,Little Laughery Creek,13-Aug-19,26,64,2,10.53,4.69,13,0,9.38,32.81,4.69,1.56,7.81,050902030502
2084,OBS-04-0002,MHAB,AB37848,190813802,Indian Creek,13-Aug-19,68,263,23,44.44,4.56,19,38.78,0,8.75,3.42,34.22,1.9,051401040403
2084,OSK-08-0014,MHAB,AB37897,190813603,Silver Creek,13-Aug-19,41,114,9,31.25,12.28,11,32.46,4.39,14.91,3.51,30.7,3.51,051401010806
2084,OSK-09-0002,MHAB,AB37895,190813604,Mill Creek,13-Aug-19,23,104,3,21.88,22.12,14,27.88,5.77,7.69,0.96,38.46,4.81,051401010904
2084,OBS-03-0002,MHAB,AB37846,190813803,Indian Creek,13-Aug-19,63,226,16,68.29,2.65,26,27.88,7.08,15.04,3.98,34.96,6.19,051401040304
2084,OBS-03-0001,MHAB,AB37845,190813804,Indian Creek,13-Aug-19,41,138,14,34.15,1.45,17,34.78,7.97,5.07,2.9,44.93,0.72,051401040303
2084,OSK-04-0004,MHAB,AB37892,190813605,Fourteenmile Creek,13-Aug-19,27,63,2,22.22,15.87,10,4.76,6.35,23.81,7.94,15.87,3.17,051401010404
2086,WEL-09-0004,MHAB,AB39305,190814601,Indian Creek,14-Aug-19,77,209,17,37.14,6.22,23,23.92,3.83,31.1,10.53,15.79,4.31,051202080902
2086,WEL-09-0004,MHAB,AB39461,190814602,Indian Creek,14-Aug-19,51,151,7,14.29,5.3,14,6.62,5.96,32.45,13.91,3.97,9.27,051202080902
2088,WDE-05-0010,MHAB,AB39834,190814801,Little Deer Creek,14-Aug-19,84,466,20,56.35,8.8,30,28.54,0.86,8.58,9.44,23.18,3.22,051201050503
2086,WED030-0028,MHAB,AB39243,190819801,Little Blue River,19-Aug-19,55,250,19,37.04,6.4,15,41.2,0.8,8,12.4,25.6,3.6,051202040205
2086,WED040-0003,MHAB,AB39244,190819804,Brandywine Creek,19-Aug-19,58,164,6,36.67,18.9,19,7.93,14.63,28.05,7.93,14.63,6.1,051202040303
2086,WWL-03-0029,MHAB,AB39310,190820801,Tributary of Richland Creek,20-Aug-19,30,205,8,66.67,28.29,9,17.07,25.37,2.93,19.51,7.8,0.98,051202020301
2086,WWL-03-0029,MHAB,AB39320,190820804,Tributary of Richland Creek,20-Aug-19,43,274,8,18.75,36.5,14,16.42,27.37,5.11,13.14,7.66,0.73,051202020301
2086,WWL-03-0015,MHAB,AB39307,190820805,Tributary of Richland Creek,20-Aug-19,35,50,4,9.09,2,17,12,0,18,14,4,2,051202020302
2086,WWL-03-0015,MHAB,AB40160,190820808,Tributary of Richland Creek,20-Aug-19,43,128,5,41.94,39.84,19,7.81,0.78,8.59,14.06,9.38,2.34,051202020302
2086,WWL-02-0003,MHAB,AB39314,190821801,Rattlesnake Creek,21-Aug-19,45,110,0,21.62,11.82,18,13.64,9.09,31.82,4.55,13.64,5.45,051202020204
2086,WWL-03-0018,MHAB,AB39308,190821804,Camp Creek,21-Aug-19,70,246,19,59.65,2.85,24,45.53,3.25,10.98,11.38,38.62,11.79,051202020305
2086,WWL-03-0010,MHAB,AB39306,190903801,Tributary of Black Ankle Creek,03-Sep-19,39,144,8,18.42,14.58,19,22.22,3.47,11.11,22.92,4.17,5.56,051202020307
2088,WPA-05-0002,MHAB,AB39846,190903601,Flat Creek,03-Sep-19,26,75,1,9.09,13.33,7,8,4,58.67,12,9.33,1.33,051202090503
2086,WWL-03-0022,MHAB,AB39309,190903804,Little Clifty Branch,03-Sep-19,55,176,9,40,15.91,17,12.5,7.95,32.39,8.52,10.23,2.27,051202020306
2086,WWL-03-0033,MHAB,AB39311,190903807,Stalcup Branch,03-Sep-19,54,264,13,42.62,8.71,24,56.44,6.06,3.79,3.41,48.11,3.03,051202020306
2088,WPA-05-0006,MHAB,AB39841,190903602,Flat Creek,03-Sep-19,24,82,1,12.5,8.54,7,2.44,9.76,67.07,6.1,4.88,1.22,051202090501
2086,WWL-03-0021,MHAB,AB39313,190903810,Ore Branch,03-Sep-19,51,127,15,8.82,19.69,15,14.96,5.51,14.17,7.09,6.3,4.72,051202020308
2086,WEL040-0010,MHAB,AB39315,190904801,Leatherwood Creek,04-Sep-19,52,187,6,62.75,13.37,18,5.88,10.16,40.11,6.42,11.76,4.28,051202081003
2088,WPA-05-0001,MHAB,AB39847,190904601,Flat Creek,04-Sep-19,30,111,2,3.57,1.8,11,18.02,4.5,59.46,2.7,13.51,5.41,051202090502
2086,WEL090-0013,MHAB,AB39316,190904804,Henderson Creek,04-Sep-19,32,68,3,22.86,16.18,20,7.35,2.94,20.59,7.35,4.41,4.41,051202080804
2088,WPA050-0014,MHAB,AB39842,190904602,Flat Creek,04-Sep-19,39,179,0,83.33,8.38,9,1.68,15.64,52.51,4.47,2.23,1.68,051202090502
2086,WEL090-0015,MHAB,AB39317,190904807,Wolf Creek,04-Sep-19,31,130,7,6.06,12.31,12,14.62,15.38,16.92,27.69,0.77,0,051202080806
2084,OLP-10-0007,MHAB,AB37877,190909801,Caney Creek,09-Sep-19,38,142,3,25.58,0.7,19,17.61,6.34,38.03,4.93,19.01,8.45,051402011004
2086,WWL-03-0036,MHAB,AB39312,190910801,Beech Creek,10-Sep-19,50,139,12,27.59,9.35,18,15.83,3.6,16.55,3.6,41.73,2.88,051202020304
2086,WWL-03-0036,MHAB,AB40489,190910804,Beech Creek,10-Sep-19,55,161,11,47.06,9.32,21,10.56,7.45,31.06,5.59,16.15,0.62,051202020304
2086,WWL020-0054,MHAB,AB39318,190910807,Raccoon Creek,10-Sep-19,51,192,8,26.92,30.21,16,6.77,7.81,17.71,8.33,23.44,2.08,051202020207
2086,WWU-14-0005,MHAB,AB39241,190911801,North Prong Stotts Creek,11-Sep-19,63,226,18,39.39,3.98,20,30.53,3.54,15.04,10.18,27.43,4.42,051202011405
2086,WEF050-0006,MHAB,AB39242,190911804,Lewis Creek,11-Sep-19,51,197,8,19.05,6.09,15,13.2,8.12,27.41,4.57,6.09,1.52,051202050503
2086,WED020-0023,MHAB,AB39252,190911807,Big Blue River,11-Sep-19,67,417,23,77.78,12.23,11,49.16,0.48,10.31,6.24,24.94,1.2,051202040805
2086,WWL020-0055,MHAB,AB39319,190918801,Fish Creek,18-Sep-19,48,134,6,23.21,14.93,18,25.37,5.22,8.21,11.94,20.15,3.73,051202020209
2090,WBU-18-0009,MHAB,AB42962,200713801,Tilley Ditch,13-Jul-20,61,465,6,31.18,7.31,26,2.37,27.53,16.34,6.02,8.17,1.94,051201111802
2090,WBU-18-0010,MHAB,AB42970,200713802,Tributary of Maria Creek,13-Jul-20,40,108,0,15.38,18.52,13,0.93,18.52,50.93,11.11,2.78,4.63,051201111802
2090,WBU-18-0013,MHAB,AB42968,200713803,Maria Creek,13-Jul-20,43,141,2,25,12.06,12,0,19.86,56.74,1.42,3.55,2.13,051201111802
2090,WBU-18-0011,MHAB,AB42969,200713804,Tributary of Maria Creek,13-Jul-20,34,128,2,19.64,6.25,13,0.78,15.63,32.03,6.25,0,7.03,051201111802
2090,WBU-18-0018,MHAB,AB42964,200714801,Tributary of Maria Creek,14-Jul-20,38,253,4,44.62,5.14,22,0.4,9.88,24.11,5.14,17.39,7.51,051201111801
2090,WBU-18-0004,MHAB,AB42979,200714701,Maria Creek,14-Jul-20,39,162,9,9.84,1.85,14,14.2,1.85,31.48,4.32,11.73,1.23,051201111804
2090,WBU190-0002,MHAB,AB42965,200714802,Maria Creek,14-Jul-20,45,148,8,11.11,8.11,12,4.73,7.43,43.92,11.49,4.73,4.73,051201111801
2090,WBU190-0002,MHAB,AB42982,200714803,Maria Creek,14-Jul-20,46,159,5,24.14,4.4,15,5.66,6.92,34.59,10.69,4.4,7.55,051201111801
2090,WBU-18-0006,MHAB,AB42978,200714702,Cotton Branch,14-Jul-20,27,56,2,14.29,21.43,14,3.57,28.57,12.5,14.29,7.14,5.36,051201111804
2090,WBU-18-0014,MHAB,AB42966,200714804,Tributary of Maria Creek,14-Jul-20,33,120,3,19.23,42.5,12,0.83,44.17,25,35.83,2.5,0.83,051201111801
2090,WBU-18-0014,MHAB,AB42981,200714805,Tributary of Maria Creek,14-Jul-20,28,120,4,27.59,28.33,10,0,27.5,18.33,23.33,0.83,0.83,051201111801
2090,WBU-18-0007,MHAB,AB42961,200714703,Maria Creek,14-Jul-20,71,455,13,14.17,9.23,30,4.84,7.91,32.09,5.93,10.11,10.55,051201111804
2090,WBU190-0001,MHAB,AB42967,200714704,Marsh Creek,14-Jul-20,71,326,14,50,10.12,29,3.99,6.13,19.33,6.13,11.66,6.13,051201111803
2090,WBU-18-0016,MHAB,AB42974,200715801,Marsh Creek,15-Jul-20,55,179,10,48.44,3.91,23,6.7,7.82,29.05,4.47,11.73,4.47,051201111803
2090,WBU-18-0008,MHAB,AB42977,200715701,Maria Creek,15-Jul-20,37,218,3,44.07,0.92,15,0.92,6.88,70.18,4.13,7.8,12.39,051201111802
2090,WBU-18-0019,MHAB,AB42972,200715802,Maria Creek,15-Jul-20,56,432,8,67.52,9.03,21,5.79,19.91,18.75,3.01,18.98,3.7,051201111801
2090,WBU-18-0012,MHAB,AB42976,200715702,Marsh Creek,15-Jul-20,66,210,14,42.55,11.9,11,8.57,14.76,36.19,11.9,13.81,3.33,051201111803
2090,WBU-18-0020,MHAB,AB42963,200715803,Maria Creek,15-Jul-20,47,195,8,42.22,2.56,21,21.54,3.59,15.38,4.62,15.9,3.08,051201111801
2090,WBU-18-0015,MHAB,AB42975,200715703,Marsh Creek,15-Jul-20,41,298,3,25.29,10.07,18,0,3.36,51.68,2.35,5.03,8.39,051201111803
2096,WWL-05-0013,MHAB,AB43002,200721701,Timmons Ditch,21-Jul-20,41,363,2,12.5,12.67,10,0,5.79,14.05,15.98,0.28,2.75,051202020505
2096,WWL-05-0015,MHAB,AB43033,200721702,First Creek,21-Jul-20,37,118,5,37.5,11.02,13,13.56,5.93,13.56,11.86,17.8,2.54,051202020503
2096,WWL-05-0017,MHAB,AB43020,200721703,Kane Ditch,21-Jul-20,50,172,5,24,10.47,17,14.53,12.79,34.88,10.47,12.21,1.74,051202020507
2096,WWL-10-0049,MHAB,AB43023,200728701,Prides Creek,28-Jul-20,41,151,1,52.24,8.61,13,2.65,11.92,36.42,11.26,23.18,1.32,051202021001
2096,WWL-10-0047,MHAB,AB43003,200728702,Robb Creek Tributary,28-Jul-20,21,53,3,15.38,15.09,12,5.66,7.55,33.96,5.66,9.43,9.43,051202021006
2096,WWL-09-0002,MHAB,AB43006,200728703,Kessinger Ditch,28-Jul-20,40,116,6,20,18.97,16,23.28,1.72,17.24,1.72,11.21,1.72,051202020906
2096,WWL-06-0124,MHAB,AB43034,200729701,Black Creek,29-Jul-20,29,134,3,0,6.72,6,1.49,2.99,51.49,4.48,5.97,2.24,051202020604
2096,WWL-06-0124,MHAB,AB43040,200729702,Black Creek,29-Jul-20,28,142,7,0,5.63,4,5.63,3.52,62.68,6.34,3.52,0,051202020604
2096,WWL-09-0006,MHAB,AB43016,200729703,Roberson Ditch,29-Jul-20,25,76,2,16,2.63,7,1.32,7.89,50,5.26,5.26,0,051202020904
2096,WWL-09-0003,MHAB,AB43011,200729704,Veale Creek,29-Jul-20,28,82,3,15.38,15.85,10,17.07,10.98,19.51,3.66,21.95,3.66,051202020901
2096,WWU-01-0014,MHAB,AB43044,200803501,Peach Creek,03-Aug-20,54,180,11,8,28.33,17,15,5.56,7.22,18.33,11.11,0.56,051202010102
2096,WWL-03-0054,MHAB,AB43022,200803601,Plummer Creek,03-Aug-20,42,113,12,25,8.85,6,43.36,1.77,7.96,35.4,6.19,12.39,051202020307
2096,WWU-01-0016,MHAB,AB43018,200803502,Stoney Creek,03-Aug-20,42,171,14,16.67,8.77,5,21.05,1.75,1.17,47.95,8.19,0.58,051202010107
2096,WWU-01-0016,MHAB,AB43643,200803503,Stoney Creek,03-Aug-20,42,171,13,57.14,8.19,9,20.47,0,2.34,33.33,13.45,1.75,051202010107
2096,WWL-02-0008,MHAB,AB43017,200803602,Rattlesnake Creek,03-Aug-20,44,136,13,80,6.62,8,42.65,0,22.06,22.79,23.53,2.94,051202020204
2096,WWU-01-0012,MHAB,AB43009,200803504,White River,03-Aug-20,39,100,9,40,12,7,30,2,17,10,8,2,051202010110
2096,WWU-01-0013,MHAB,AB43030,200803505,White River,03-Aug-20,50,130,13,65.38,4.62,16,23.08,0.77,12.31,15.38,8.46,6.15,051202010111
2097,WAW030-0035,MHAB,AB42983,200805601,Middle Fork Wildcat Creek,05-Aug-20,82,288,18,56.14,9.03,28,23.96,4.51,10.42,11.46,20.14,2.43,051201070205
2097,WAW040-0041,MHAB,AB42985,200805604,South Fork Wildcat Creek,05-Aug-20,76,345,22,52.78,10.43,18,42.61,1.74,8.41,9.86,9.28,2.03,051201070311
2097,WAW040-0135,MHAB,AB42990,200805607,Tributary of South Fork Wildcat Creek,05-Aug-20,43,131,10,19.05,3.82,14,35.88,3.05,17.56,21.37,22.14,6.87,051201070310
2097,WAW040-0073,MHAB,AB42986,200810601,Lauramie Creek,10-Aug-20,46,187,13,20,8.56,7,36.9,1.07,8.56,15.51,31.55,1.07,051201070309
2097,WAW040-0134,MHAB,AB42989,200810604,Tributary of South Fork Wildcat Creek,10-Aug-20,38,166,12,12.5,4.82,7,49.4,2.41,10.24,24.7,32.53,1.2,051201070310
2097,WAW040-0125,MHAB,AB42988,200817601,Kilmore Creek,17-Aug-20,56,114,8,33.33,22.81,12,18.42,0,25.44,20.18,13.16,1.75,051201070306
2097,WAW040-0125,MHAB,AB42993,200817604,Kilmore Creek,17-Aug-20,50,157,9,50,27.39,11,23.57,3.18,17.83,9.55,13.38,1.91,051201070306
2097,WAW040-0034,MHAB,AB42984,200817607,South Fork Wildcat Creek,17-Aug-20,60,165,14,37.5,12.12,13,9.7,20,25.45,14.55,8.48,1.21,051201070310
2097,WAW040-0136,MHAB,AB42991,200818601,Tributary of South Fork Wildcat Creek,18-Aug-20,34,113,9,25,7.96,7,53.1,0.88,10.62,31.86,16.81,5.31,051201070310
2097,WAW040-0087,MHAB,AB42987,200818604,Lauramie Creek,18-Aug-20,52,152,5,20,21.71,13,7.24,3.95,20.39,9.21,5.92,1.97,051201070309
2097,WSU010-0037,MHAB,AB42992,200818607,Mud Creek,18-Aug-20,30,84,0,4,13.1,10,4.76,19.05,22.62,10.71,2.38,1.19,051201100103
2096,WWE-08-0012,MHAB,AB43029,200819501,Lemon Creek,19-Aug-20,30,87,2,22,3.45,12,2.3,4.6,21.84,6.9,3.45,0,051202030811
2096,WWL-01-0048,MHAB,AB43026,200819601,Beanblossom Creek,19-Aug-20,37,67,3,4.55,8.96,12,7.46,8.96,22.39,8.96,0,0,051202020108
2096,WWL-03-0055,MHAB,AB43036,200819502,Beech Creek,19-Aug-20,61,216,13,51.28,11.11,20,28.7,1.39,15.28,1.85,29.17,0.93,051202020304
2096,WWL-01-0049,MHAB,AB43043,200819602,Beanblossom Creek,19-Aug-20,41,121,2,10,16.53,13,12.4,2.48,23.97,10.74,9.09,0.83,051202020107
2096,WWU-16-0006,MHAB,AB43024,200819503,Indian Creek,19-Aug-20,51,132,8,32.14,7.58,16,17.42,2.27,22.73,6.06,15.91,5.3,051202011603
2096,WWU-13-0009,MHAB,AB43037,200819603,McCracken Creek,19-Aug-20,59,142,13,19.44,14.79,16,14.08,4.23,17.61,11.27,5.63,1.41,051202011307
2096,WWU-13-0008,MHAB,AB43001,200819504,White Lick Creek,19-Aug-20,55,271,15,22.86,9.96,19,43.17,0.37,5.9,3.69,38.38,1.48,051202011306
2096,WWU-13-0009,MHAB,AB43644,200819604,McCracken Creek,19-Aug-20,77,206,15,46.81,10.68,27,13.11,2.91,16.02,7.77,13.11,4.37,051202011307
2096,WWU-08-0012,MHAB,AB43010,200824601,Foster Branch,24-Aug-20,70,316,13,50.67,45.25,24,14.87,30.38,5.7,46.52,11.39,1.58,051202010806
2096,WWE-04-0009,MHAB,AB43021,200824501,Big Walnut Creek,24-Aug-20,49,133,9,12,13.53,16,14.29,18.8,27.07,6.02,24.81,1.5,051202030401
2096,WWU-15-0006,MHAB,AB42266,200824701,White River,24-Aug-20,31,78,11,0,5.13,9,20.51,3.85,38.46,6.41,16.67,2.56,051202011503
2096,WWE-04-0009,MHAB,AB43909,200824502,Big Walnut Creek,24-Aug-20,59,261,14,60.71,8.05,10,32.18,1.92,23.37,0.77,21.07,0.77,051202030401
2096,WWU-08-0009,MHAB,AB43032,200824602,Fall Creek,24-Aug-20,68,192,17,0,13.54,15,12.5,1.56,13.54,15.1,16.15,3.65,051202010803
2096,WWE-04-0010,MHAB,AB43035,200824503,Clear Creek,24-Aug-20,60,271,13,31.82,45.39,20,13.28,3.69,5.17,19.19,6.27,4.8,051202030402
2096,WWU-06-0010,MHAB,AB43005,200824603,Hinkle Creek,24-Aug-20,45,88,8,26.67,6.82,15,22.73,0,23.86,10.23,10.23,4.55,051202010609
2096,WWE-04-0010,MHAB,AB43041,200824504,Clear Creek,24-Aug-20,45,224,11,27.78,49.11,11,12.05,0.45,8.04,11.16,5.8,0,051202030402
2096,WWU-06-0010,MHAB,AB43042,200824604,Hinkle Creek,24-Aug-20,41,97,8,19.51,19.59,16,16.49,1.03,7.22,14.43,23.71,3.09,051202010609
2096,WWU-09-0028,MHAB,AB43004,200824505,Fall Creek,24-Aug-20,48,129,10,40,22.48,5,25.58,9.3,21.71,10.08,5.43,1.55,051202010904
2096,WWU-10-0038,MHAB,AB43038,200825601,Cool Creek,25-Aug-20,34,122,9,27.27,15.57,9,19.67,0,10.66,3.28,48.36,0.82,051202011001
2096,WWU-10-0040,MHAB,AB42123,200825701,White River,25-Aug-20,33,120,9,0,54.17,3,11.67,15,19.17,14.17,5.83,1.67,051202011006
2096,WWE-03-0005,MHAB,AB43031,200825501,Owl Branch,25-Aug-20,27,115,3,6.67,14.78,10,23.48,0,6.09,6.96,1.74,0,051202030302
2096,WWU-06-0014,MHAB,AB43007,200825602,Cicero Creek,25-Aug-20,53,198,12,32.35,14.65,17,18.18,1.01,19.19,8.08,17.68,2.53,051202010605
2096,WWE-05-0011,MHAB,AB43019,200825502,Mill Creek,25-Aug-20,39,127,6,23.53,8.66,15,16.54,14.17,35.43,3.15,9.45,1.57,051202030509
2096,WWU-06-0012,MHAB,AB43025,200825603,Cicero Creek,25-Aug-20,34,82,3,20,13.41,11,9.76,7.32,25.61,2.44,7.32,2.44,051202010606
2096,WWL-10-0050,MHAB,AB42139,200826701,White River,26-Aug-20,19,39,6,36.36,2.56,9,46.15,0,12.82,0,33.33,2.56,051202021007
2096,WWL-10-0048,MHAB,AB42124,200827601,White River,27-Aug-20,52,209,16,39.47,3.35,13,43.06,0,21.05,2.39,23.44,0.48,051202021003
2096,WWL-08-0008,MHAB,AB42268,200827701,White River,27-Aug-20,39,139,9,32.26,7.91,12,32.37,0.72,35.25,0,33.09,6.47,051202020804
2096,WWL-10-0051,MHAB,AB42265,200908701,White River,08-Sep-20,20,86,2,0,8.14,5,2.33,10.47,44.19,1.16,31.4,0,051202021006
2096,WWU-10-0037,MHAB,AB43014,200909701,White River,09-Sep-20,27,94,3,6.25,25.53,6,9.57,3.19,18.09,7.45,6.38,7.45,051202011002
2096,WWU-10-0037,MHAB,AB43642,200909702,White River,09-Sep-20,39,188,3,32,29.79,10,3.72,15.43,37.23,13.3,5.85,3.19,051202011002
2096,WWL-02-0007,MHAB,AB42119,200928701,White River,28-Sep-20,29,360,1,7.14,7.5,9,0,8.89,80.56,3.33,1.39,0.28,051202020211
2096,WWL-05-0021,MHAB,AB42267,201005701,West Fork White River,05-Oct-20,25,216,2,0,4.63,11,0,7.41,37.04,0.93,45.83,1.39,051202020508
2121,UMK020-0015,MHAB,AB47622,210712601,Potato Creek,12-Jul-21,45,134,8,28.13,13.43,15,14.18,2.99,10.45,8.21,29.85,1.49,071200010105
2121,LMG-04-0006,MHAB,AB46746,210712701,East Branch Little Calumet River,12-Jul-21,27,174,0,14.29,72.41,7,1.72,5.75,16.09,6.9,2.87,0.57,040400010403
2121,UMK020-0015,MHAB,AB46753,210712602,Potato Creek,12-Jul-21,55,149,9,37.84,15.44,19,22.15,2.68,6.71,6.04,32.21,1.34,071200010105
2121,WAE020-0045,MHAB,AB47608,210712603,Cole Ditch,12-Jul-21,57,193,7,19.3,15.54,17,8.29,5.7,8.81,21.24,10.36,1.55,051201040103
2121,WAE-01-0023,MHAB,AB47593,210713601,Blue Babe Branch,13-Jul-21,54,196,7,11.27,22.96,19,7.65,3.06,12.24,4.59,3.57,5.1,051201040104
2121,OLP040-0006,MHAB,AB46710,210726701,Tributary of Neglie Creek,26-Jul-21,28,91,5,4,5.49,9,19.78,0,13.19,21.98,14.29,1.1,051402010102
2121,WWL-03-0033,MHAB,AB46713,210726801,Stalcup Branch,26-Jul-21,50,163,14,33.33,14.11,12,33.74,8.59,7.98,14.72,31.9,3.07,051202020306
2126,OSK-02-0002,MHAB,AB46218,210726601,Indian Kentuck Creek,26-Jul-21,32,105,11,15.38,7.62,9,24.76,2.86,1.9,15.24,24.76,0,051401010201
2126,OSK-02-0002,MHAB,AB46253,210726602,Indian Kentuck Creek,26-Jul-21,41,153,13,14.81,3.92,12,38.56,0,2.61,22.22,38.56,1.31,051401010201
2121,OBS210-0003,MHAB,AB46709,210726702,Trigger Branch,26-Jul-21,18,39,2,0,2.56,9,10.26,5.13,12.82,10.26,10.26,0,051401041404
2121,WEL090-0015,MHAB,AB46715,210726802,Wolf Creek,26-Jul-21,30,96,6,18.18,22.92,12,12.5,19.79,8.33,29.17,7.29,1.04,051202080806
2126,OSK-02-0001,MHAB,AB46219,210726603,Vestal Branch,26-Jul-21,34,98,7,66.67,11.22,15,5.1,1.02,7.14,14.29,14.29,10.2,051401010201
2121,WPA-01-0035,MHAB,AB47621,210726604,Tributary of Patoka River,26-Jul-21,27,99,3,1.85,19.19,15,10.1,20.2,6.06,28.28,11.11,3.03,051202090101
2121,WPA-01-0009,MHAB,AB46711,210727801,Patoka River,27-Jul-21,41,221,14,26.47,23.98,11,29.41,5.88,13.57,11.76,10.86,14.03,051202090101
2117,WPA-01-0030,MHAB,AB46679,210727802,Patoka River,27-Jul-21,54,133,19,22.22,4.51,13,19.55,0.75,11.28,24.81,6.77,0.75,051202090102
2117,WPA-04-0033,MHAB,AB46497,210727601,Polson Creek,27-Jul-21,20,74,1,6.25,8.11,14,0,31.08,17.57,5.41,5.41,6.76,051202090403
2117,WPA-01-0034,MHAB,AB46502,210727803,Patoka River,27-Jul-21,66,243,21,47.62,9.47,14,17.7,1.23,22.63,21.81,13.17,0.41,051202090102
2117,WPA-08-0032,MHAB,AB46531,210728801,Tributary of Patoka River,28-Jul-21,38,157,6,8.33,52.23,15,3.82,51.59,13.38,6.37,3.82,4.46,051202090806
2117,WPA-01-0024,MHAB,AB46513,210728601,Patoka River,28-Jul-21,59,180,10,12.12,7.78,20,21.11,3.33,20,15.56,20,0.56,051202090101
2117,WPA-06-0023,MHAB,AB46529,210728802,Flat Creek,28-Jul-21,43,271,10,65.82,27.31,14,22.51,10.33,3.32,32.47,14.02,0,051202090605
2117,WPA-01-0025,MHAB,AB46506,210727804,Patoka River,29-Jul-21,57,231,17,64.15,3.03,24,27.71,0.43,8.23,19.05,30.74,3.03,051202090102
2117,WPA-04-0047,MHAB,AB46499,210802801,Leistner Creek,02-Aug-21,40,161,5,8.64,4.35,19,6.21,2.48,8.07,7.45,9.32,1.24,051202090402
2117,WPA-04-0034,MHAB,AB45933,210802701,Patoka River,02-Aug-21,31,89,2,11.9,13.48,14,8.99,4.49,30.34,13.48,7.87,4.49,051202090404
2117,WPA-04-0037,MHAB,AB46508,210802802,Dillon Creek,02-Aug-21,52,232,10,66.02,9.91,17,59.05,3.88,7.76,6.03,55.6,0.43,051202090401
2117,WPA-01-0031,MHAB,AB46680,210802803,Lick Fork,02-Aug-21,66,283,13,41.86,9.54,18,10.95,18.37,27.21,12.01,11.66,0,051202090105
2117,WPA-01-0023,MHAB,AB46496,210802804,Sycamore Creek,02-Aug-21,38,121,11,35.29,5.79,11,37.19,5.79,6.61,14.88,19.01,1.65,051202090103
2117,WPA-01-0023,MHAB,AB48141,210802805,Sycamore Creek,02-Aug-21,32,99,9,11.11,4.04,10,19.19,14.14,14.14,8.08,8.08,0,051202090103
2117,WPA-01-0027,MHAB,AB46524,210803801,Patoka River,03-Aug-21,33,100,8,14.29,3,4,18,22,37,9,0,0,051202090102
2117,WPA-06-0019,MHAB,AB45939,210803701,Patoka River,03-Aug-21,18,61,2,4,1.64,13,1.64,1.64,62.3,4.92,6.56,8.2,051202090602
2117,WPA-01-0028,MHAB,AB46532,210803802,Youngs Creek,03-Aug-21,31,159,15,0,3.14,5,44.65,0.63,6.92,26.42,35.85,4.4,051202090102
2117,WPA-06-0022,MHAB,AB45950,210803702,Patoka River,03-Aug-21,20,40,3,17.39,10,11,30,2.5,7.5,2.5,15,0,051202090602
2117,WPA-02-0018,MHAB,AB46525,210803803,Straight River,03-Aug-21,45,135,6,27.78,22.22,21,5.93,12.59,36.3,5.93,22.22,3.7,051202090202
2117,WPA-04-0036,MHAB,AB45936,210803703,Patoka River,03-Aug-21,28,89,4,16.98,5.62,15,31.46,2.25,11.24,6.74,23.6,2.25,051202090406
2117,WPA-03-0023,MHAB,AB46515,210804801,Tributary of Hunley Creek,04-Aug-21,45,215,9,48.53,24.65,17,11.16,10.7,18.14,23.26,18.14,2.79,051202090303
